art_painting_accuracy,art_painting_macro_f1,cartoon_accuracy,cartoon_macro_f1,classification_loss,domain_loss,epoch,grl_strength,mean_source_validation_macro_f1,photo_accuracy,photo_macro_f1,total_loss
0.8219512195121951,0.8240818264197239,0.9104477611940298,0.9186674072191329,0.48570050736172843,0.6125260301125355,1,0.08259749372920346,0.8990672144177186,0.9610778443113772,0.9544524096142991,1.0982265347598965
0.8829268292682927,0.8857405535332489,0.9253731343283582,0.9325797203759386,0.2537107773157012,0.6652184045977063,2,0.2440529247746738,0.9281820513327489,0.9700598802395209,0.9662258800890592,0.9189291787453187
0.8560975609756097,0.847454839053413,0.906183368869936,0.91215855338978,0.2084849724338617,0.7643030296024095,3,0.3930491392549322,0.894141350059568,0.9341317365269461,0.9228106577355112,0.972787999189817
0.8707317073170732,0.8719072034209482,0.9317697228144989,0.9367781418818196,0.1711840991248699,0.6992607756048186,4,0.5239471604942247,0.919108593134915,0.9580838323353293,0.9486404341019773,0.8704448747329223
0.8341463414634146,0.8354541769258514,0.9168443496801706,0.9239551156934634,0.14250500404122227,0.7303694715866675,5,0.6340601892946631,0.8990386095459283,0.9491017964071856,0.9377065360184696,0.8728744767160497
0.8780487804878049,0.8782647752309508,0.8869936034115139,0.903349499893865,0.131020389198344,0.7094322891316862,6,0.7233505902865633,0.9117328055460064,0.9610778443113772,0.9535841415132033,0.840452677419043
0.8341463414634146,0.8380395242971058,0.8955223880597015,0.9012029071144829,0.12929964475255024,0.7201335822415148,7,0.7936220362734043,0.8847100490484691,0.9311377245508982,0.9148877157338183,0.8494332269725636
